Lab.ID,Compound.name,mz,RT,CAS.ID,HMDB.ID,KEGG.ID,Formula,mz.pos,mz.neg,Submitter,INCHIKEY,SMILE,Source,date,synonyms,Species_all,superclass,class,subclass,parent_levels,description
C00004759,Annulatin,332.0532174,NA,1486-67-5,,,C16H12O8,NA,NA,Xiao Wang,XWTLYULBWZQAAZ-UHFFFAOYSA-N,c1(cc(c2c(c1)oc(c(c2=O)OC)c1cc(c(c(c1)O)O)O)O)O,KNApSack,"Jun26,2023",Annulatin,Goniothalamus thwaitesii|Mammillaria elongata|Oenothera speciosa|Aegialitis annulata|Solanum spp.|Cereus jamacaru,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,NA,This compound belongs to the class of organic compounds known as 3-o-methylated flavonoids. These are flavonoids with methoxy groups attached to the C3 atom of the flavonoid backbone.
C00000070,Gibberellin A70,332.1623739,NA,52846-39-6,,,C19H24O5,NA,NA,Xiao Wang,IPHNMKITOREFLW-MIFHSOQSNA-N,C1C[C@@]2([C@@H]3[C@@](C1)([C@H]1[C@@]4([C@H]3C(=O)O)C[C@@H]([C@H](C1)O)C(=C)C4)OC2=O)C,KNApSack,"Jun26,2023",Gibberellin A70|GA70,Cibotium glaucum|Cyathea australis|Pisum sativum|Lygodium circinatum|Abelmoschus esculentus|Malus domestica|Prunus persica,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Gibberellins | C19-gibberellins | C19-gibberellin 6-carboxylic acids,This compound belongs to the class of organic compounds known as c19-gibberellin 6-carboxylic acids. These are c19-gibberellins with a carboxyl group at the 6-position.
C00000012,Gibberellin A12,332.1987594,NA,1164-45-0,,,C20H28O4,NA,NA,Xiao Wang,UJFQJDAESQJXTG-PNJXKOPHNA-N,C1C[C@@]([C@@H]2[C@@](C1)([C@H]1[C@@]3([C@H]2C(=O)O)C[C@@H](CC1)C(=C)C3)C)(C)C(=O)O,KNApSack,"Jun26,2023",Gibberellin A12|GA12,Fusarium fujikuroi|Allium cepa|Catharanthus roseus|Helianthus annuus|Silene armeria|Spinacia oleracea|Arabidopsis thaliana|Raphanus sativus|Thlaspi arvense|Cucurbita maxima|Cucurbita sp.|Marah macrocarpus|Sechium edule|Dioscorea polystachya|Pisum sativum|Castanea henryi|Ornithogalum thyrsoides|Lilium elegans|Lilium longiflorum|Malva sylvestris|Orobanche minor|Picea abies|Pinus sylvestris|Oryza sativa|Triticum aestivum|Zea mays|Fragaria x ananassa Duch.cv.Elsanta|Malus domestica|Taiwania cryptomerioides|Camellia sinensis|Trachyspermum ammi,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Gibberellins | C20-gibberellins | C20-gibberellin 6-carboxylic acids,This compound belongs to the class of organic compounds known as c20-gibberellin 6-carboxylic acids. These are c20-gibberellins with a carboxyl group at the 6-position.
C00001465,Glucocapparin,333.0188226,NA,497-77-8,,,C8H15NO9S2,NA,NA,Xiao Wang,UBTOEGCOMHAXGV-PGASNJONNA-N,O[C@@H]1[C@@H]([C@H]([C@H](O[C@H]1CO)S/C(=N/OS(=O)(=O)O)/C)O)O,KNApSack,"Jun26,2023",Glucocapparin|Methyl glucosinolate,Wasabi japonica|Boscia fischeri|Boscia senegalensis|Capparis baducca|Capparis flexuosa|Capparis hastata|Capparis nobilis|Capparis odoratissima|Capparis ovalifolia|Capparis ovata|Capparis rupestris|Capparis spinosa|Cleome arabica|Cleome gigantea|Cleome graveolens|Cleome integrifolia|Cleome machycarpa|Cleome monophylla|Cleome ornithopodioides|Cleome pilosa|Cleome pungens|Cleome rosea|Cleome serrulata|Cleome speciosissima|Cleome spinosa|Cleome trachysperma|Cleome viscosa|Dhofaria macleishii|Dipterygium glaucum|Isomeris arborea|Maerua aethiopica|Maerua hoehnelii|Maerua ovalifolia|Puccionia macradenia|Ritchiea albersii|Gynandropsis gynandra|Gynandropsis pentaphylla|Gynandropsis speciosa|Armoracia lapathifolia|Brassica oleracea var. botrytis|Capparidaceae|Crataeva roxburghii|Crataeva tapia|Thylachium africanum|Thylachium thomasii,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides | Hexoses | Glucosinolates | Alkylglucosinolates,This compound belongs to the class of organic compounds known as alkylglucosinolates. These are organic compounds containing a glucosinolate moiety that carries an alkyl chain.
C00056929,Oryzamutaic acid B,333.1688563,NA,1206545-31-4,,,C17H23N3O4,NA,NA,Xiao Wang,OJUMAFDYWJDVPA-ZOBORPQBSA-N,OC([C@H]1N=C2C(CC[C@H](N)C(O)=O)=CN3C=CCC[C@]3([H])[C@@]2([H])CC1)=O,KNApSack,"Jun26,2023",Oryzamutaic acid B,Oryza sativa mutant,Organoheterocyclic compounds,Diazanaphthalenes,Naphthyridines,NA,"This compound belongs to the class of organic compounds known as naphthyridine carboxylic acids and derivatives. These are compounds containing a naphthyridine moiety, where one of the ring atoms bears a carboxylic acid group."
C00004841,Hibiscetin,334.0324819,NA,577-24-2,,,C15H10O9,NA,NA,Xiao Wang,ZPFXBGIJKDANBP-UHFFFAOYSA-N,c1(cc(c2c(c1O)oc(c(c2=O)O)c1cc(c(c(c1)O)O)O)O)O,KNApSack,"Jun26,2023",Hibiscetin,Hibiscus sabdariffa|Pedicularis sylvatica|Solanum citrullifolium,Phenylpropanoids and polyketides,Flavonoids,Flavones,NA,This compound belongs to the class of organic compounds known as flavonols. These are compounds that contain a flavone (2-phenyl-1-benzopyran-4-one) backbone carrying a hydroxyl group at the 3-position.
C00002453,(+)-Byakangelicin,334.1052529,NA,482-25-7,,,C17H18O7,NA,NA,Xiao Wang,PKRPFNXROFUNDE-LDGXTIHJNA-N,c12c(c(c3c(c1OC)ccc(=O)o3)OC[C@H](C(C)(C)O)O)occ2,KNApSack,"Jun26,2023",(+)-Byakangelicin|Byakangelicin,Angelica dahurica var.dahurica|Angelica glabra|Heracleum asperum|Heracleum granatense|Heracleum moellendorffii Hance|Heracleum moellendorffii Hance var.paucivitatum|Heracleum ponticum|Heracleum pyrenaicum|Heracleum sphondylium|Heracleum spp.|Heracleum woroschiklowii|Peucedanum grande|Peucedanum stenocarpum|Seseli webbii Cosson.|Dorstenia gigas|Citrus limon|Citrus spp.|Ruta chalepensis L.|Ruta graveolens|Ruta pinnata|Cymopterus watsonii,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,Linear furanocoumarins | Psoralens | 5-methoxypsoralens,This compound belongs to the class of organic compounds known as 5-methoxypsoralens. These are psoralens containing a methoxy group attached at the C5 position of the psoralen group.
C00000214,Gibberellin A10,334.1780239,NA,5492-24-0,,,C19H26O5,NA,NA,Xiao Wang,WGVIRXSVGNPFAX-JUHZDAJPNA-N,C1C[C@]2([C@@H]3[C@](C1)([C@H]1[C@]4([C@H]3C(=O)O)C[C@@H](CC1)[C@](C4)(C)O)OC2=O)C,KNApSack,"Jun26,2023",Gibberellin A10|GA10,Gibberella fujikuroi|Oryza sativa,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Gibberellins | C19-gibberellins | C19-gibberellin 6-carboxylic acids,This compound belongs to the class of organic compounds known as c19-gibberellin 6-carboxylic acids. These are c19-gibberellins with a carboxyl group at the 6-position.
C00034141,Phytocassane B,334.2144095,NA,166547-22-4,,,C20H30O4,NA,NA,Xiao Wang,XFRCVLKGZMPUFQ-AXUUBVOGNA-N,[C@H]1([C@@H](C([C@H]2[C@]([C@@H]1O)([C@@H]1[C@@H](CC2)[C@@H](C(=CC1=O)C=C)C)C)(C)C)O)O,KNApSack,"Jun26,2023",Phytocassane B,Oryza sativa|Oryza sativa L.,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,"This compound belongs to the class of organic compounds known as isocopalane and spongiane diterpenoids. These are diterpenoids with a structure based on the isocopalane  (Tetradecahydro-1,1,4a,7,8,8a-hexamethylphenanthrene) or the 15,16-epoxyisocopalane skeleton."
C00048487,Neoascorbigen,335.1005019,NA,331754-99-5,,,C16H17NO7,NA,NA,Xiao Wang,RZRVFWGHJJZBJQ-FFQMJFCGNA-N,c12c(cccc1)c(cn2OC)C[C@]1(C(=O)O[C@H]2[C@@]1(OC[C@@H]2O)O)O,KNApSack,"Jun26,2023",Neoascorbigen,Brassica spp.|Thellungiella halophila,Organoheterocyclic compounds,Furofurans,Isosorbides,NA,"This compound belongs to the class of organic compounds known as isosorbides. These are organic polycyclic compounds containing an isosorbide(1,4-Dianhydrosorbitol) moiety, which consists of two -oxolan-3-ol rings."
C00007324,Isopentenyladenosine,335.1593542,NA,7724-76-7,,,C15H21N5O4,NA,NA,Xiao Wang,USVMJSALORZVDV-HHCJPVLTNA-N,O1[C@@H]([C@@H]([C@@H]([C@H]1n1c2c(nc1)c(ncn2)NCC=C(C)C)O)O)CO,KNApSack,"Jun26,2023",Isopentenyladenosine|N6-Isopentenyladenosine|Isopentenyladenine riboside,Mangifera indica|Humulus lupulus|Beta vulgaris|Arabidopsis thaliana|Brassica oleracea|Pisum sativum|Castanea henryi|Oryza sativa|Triticum aestivum|Nicotiana tabacum|Solanum lycopersicum,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,NA,This compound belongs to the class of organic compounds known as purine nucleosides. These are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety.
C00056931,Oryzamutaic acid D,335.1845063,NA,1206545-35-8,,,C17H25N3O4,NA,NA,Xiao Wang,FCKFWNBMOKKZJC-ZOBORPQBSA-N,OC([C@H]1N=C2C(CC[C@H](N)C(O)=O)=CN3CCCC[C@]3([H])[C@@]2([H])CC1)=O,KNApSack,"Jun26,2023",Oryzamutaic acid D,Oryza sativa mutant,Organoheterocyclic compounds,Diazanaphthalenes,Naphthyridines,NA,"This compound belongs to the class of organic compounds known as naphthyridine carboxylic acids and derivatives. These are compounds containing a naphthyridine moiety, where one of the ring atoms bears a carboxylic acid group."
C00009683,Clandestacarpin,336.0997736,NA,79002-16-7,,,C20H16O5,NA,NA,Xiao Wang,JHGGFHPIFBPWNE-UHFFFAOYNA-N,c12ccc3c(c1cc(o2)C(=C)C)OC[C@]1([C@H]3Oc2c1ccc(c2)O)O,KNApSack,"Jun26,2023",Clandestacarpin,Glycine clandestina|Glycine tabacina|Glycine tomentella,Phenylpropanoids and polyketides,Isoflavonoids,Furanoisoflavonoids,NA,"This compound belongs to the class of organic compounds known as pterocarpans. These are benzo-pyrano-furano-benzene compounds, containing the  6H-[1]benzofuro[3,2-c]chromene skeleton. They are derivatives of isoflavonoids."
C00054099,Nb-Feruloyltryptamine,336.1473925,NA,53905-13-8,,,C20H20N2O3,NA,NA,Xiao Wang,LWRQDNUXWLIWDB-VQHVLOKHSA-N,COC1=C(O)C=CC(/C=C/C(NCCC2=CNC3=C2C=CC=C3)=O)=C1,KNApSack,"Jun26,2023",Nb-Feruloyltryptamine,Zea mays,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,NA,This compound belongs to the class of organic compounds known as hydroxycinnamic acids and derivatives. These are compounds containing an cinnamic acid (or a derivative thereof) where the benzene ring is hydroxylated.
C00055105,Dihydroneoascorbigen,337.116152,NA,1073242-72-4,,,C16H19NO7,NA,NA,Xiao Wang,INNYDLMKHDIINV-NHIYQJMISA-N,O[C@@]1(CC2=CN(OC)C3=C2C=CC=C3)[C@H](O)[C@@]([H])([C@@H](O)CO)OC1=O,KNApSack,"Jun26,2023",Dihydroneoascorbigen,Brassica napus ssp. oleifera|Plasmodiophora brassicae,Organoheterocyclic compounds,Indoles and derivatives,Indoles,NA,This compound belongs to the class of organic compounds known as 3-alkylindoles. These are compounds containing an indole moiety that carries an alkyl chain at the 3-position.
C00054610,Baiyumine A,337.1314081,NA,51179-68-1,,,C20H19NO4,NA,NA,Xiao Wang,UNXDMEUOZWETRG-UHFFFAOYSA-N,CC(C=C1)(C)OC2=C1C3=C(C(O)=C2)C(C4=CC=CC(OC)=C4N3C)=O,KNApSack,"Jun26,2023",Baiyumine A,Citrus junos,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,Acridines | Acridones,This compound belongs to the class of organic compounds known as acridones. These are acridines containing a ketone group attached to the C9 carbon atom of the acridine moiety.
C00002717,1-Caffeoyl-4-deoxyquinic acid,338.1001676,NA,153444-59-8,,,C16H18O8,NA,NA,Xiao Wang,IQRPXVABWMLCMZ-IFHAWGIMNA-N,c1(c(ccc(c1)/C=C/C(=O)O[C@@]1(C[C@H](C[C@@H](C1)O)O)C(=O)O)O)O,KNApSack,"Jun26,2023",1-Caffeoyl-4-deoxyquinic acid,Arachis paraguariensis,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,NA,"This compound belongs to the class of organic compounds known as coumaric acids and derivatives. These are aromatic compounds containing Aromatic compounds containing a cinnamic acid moiety (or a derivative thereof) hydroxylated at the C2 (ortho-), C3 (meta-), or C4 (para-) carbon atom of the benzene ring."
C00008450,Citflavanone,338.1154237,NA,70872-27-4,,,C20H18O5,NA,NA,Xiao Wang,JTJIFFUHXHGAOQ-UHFFFAOYNA-N,c1c(c2c(c3c1OC(C=C3)(C)C)O[C@H](CC2=O)c1ccc(cc1)O)O,KNApSack,"Jun26,2023",Citflavanone,Erythrina fusca|Citrus spp.,Phenylpropanoids and polyketides,Flavonoids,Pyranoflavonoids,NA,"This compound belongs to the class of organic compounds known as pyranoflavonoids. These are compounds containing a pyran ring fused to a 2-phenyl-1,4-benzopyran skeleton."
C00052778,8-Geranyloxypsoralen,338.1518092,NA,7437-55-0,,,C21H22O4,NA,NA,Xiao Wang,SOVNCTNQAWWYAQ-OQLLNIDSSA-N,O=C(C=C1)OC2=C1C=C(C=CO3)C3=C2OC/C=C(C)/CC/C=C(C)/C,KNApSack,"Jun26,2023",8-Geranyloxypsoralen,Citrus limon|Citrus maxima,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,NA,This compound belongs to the class of organic compounds known as terpene lactones. These are prenol lipids containing a lactone ring.
C00058365,Anomaluol,338.2457096,NA,141360-96-5,,,C20H34O4,NA,NA,Xiao Wang,,,KNApSack,"Jun26,2023",Anomaluol,Mallotus anomalus,NA,NA,NA,NA,NA
C00032307,Tetracosane,338.3912516,NA,646-31-1,,,C24H50,NA,NA,Xiao Wang,POOSGDOYLQNASK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCC,KNApSack,"Jun26,2023",Tetracosane|n-Tetracosane,Allium cepa|Artemisia annua|Centaurea atropurpurea|Centaurea orientalis|Petasites albus|Petasites hybridus|Cistus creticus|Cornus officinalis|Brassica hirta|Frullania scandens|Litsea cubeba|Magnolia officinalis|Abutilon indicum|Azadirachta indica|Acca sellowiana|Nymphaea alba|Veronica spicata|Cymbopogon citratus|Polygonum minus|Citrus reticulata|Murraya paniculata|Ruta graveolens|Nicotiana tabacum|Solanum lycopersicum|Solanum tuberosum|Taxus baccata|Caffea sp.|Spongiporus leucomallellus (Murril),Hydrocarbons,Saturated hydrocarbons,Alkanes,NA,"This compound belongs to the class of organic compounds known as alkanes. These are acyclic branched or unbranched hydrocarbons having the general formula CnH2n+2 , and therefore consisting entirely of hydrogen atoms and saturated carbon atoms."
C00052243,Citracridone III,339.1106727,NA,139219-98-0,,,C19H17NO5,NA,NA,Xiao Wang,WRLDFVYHPFHDKW-UHFFFAOYSA-N,O=C1C2=C(O)C=C(OC(C)(C)C=C3)C3=C2N(C)C4=C1C=CC(O)=C4O,KNApSack,"Jun26,2023",Citracridone III,Citrus hybrid ''Yalaha''|Citrus maxima|Citrus yuko|Balsamocitrus paniculata,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,Acridines | Acridones,This compound belongs to the class of organic compounds known as acridones. These are acridines containing a ketone group attached to the C9 carbon atom of the acridine moiety.
C00052436,Yukomine,339.1470582,NA,139219-97-9,,,C20H21NO4,NA,NA,Xiao Wang,YZJSPCJOYGREGX-UHFFFAOYSA-N,O=C1C2=CC=CC(OC)=C2N(C)C3=CC(O)=C(C/C=C(C)C)C(O)=C13,KNApSack,"Jun26,2023",Yukomine,Citrus yuko,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,Acridines | Acridones,This compound belongs to the class of organic compounds known as acridones. These are acridines containing a ketone group attached to the C9 carbon atom of the acridine moiety.
C00007386,"D-Fructose 1,6-bisphosphate",339.9960489,NA,488-69-7,,,C6H14O12P2,NA,NA,Xiao Wang,XPYBSIWDXQFNMH-FBTDRCNSNA-N,C(OP(=O)(O)O)[C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O,KNApSack,"Jun26,2023","D-Fructose 1,6-bisphosphate|Fructose 1,6-bisphosphate",Escherichia coli|Arabidopsis thaliana|Phaseolus vulgaris|Oryza sativa,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides | Hexoses | Hexose phosphates,This compound belongs to the class of organic compounds known as hexose phosphates. These are carbohydrate derivatives containing a hexose substituted by one or more phosphate groups.
C00033530,15-Deoxylactucin-8-sulfate,340.0616736,NA,303130-77-0,,,C15H16O7S,NA,NA,Xiao Wang,KAPRLOJNVRVRAT-CCPZOLEANA-N,[C@H]12C(=C(C[C@@H]([C@@H]3[C@@H]1OC(=O)C3=C)OS(=O)(=O)O)C)C(=O)C=C2C,KNApSack,"Jun26,2023",15-Deoxylactucin-8-sulfate,Lactuca sativa L.,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,NA,"This compound belongs to the class of organic compounds known as gamma butyrolactones. These are compounds containing a gamma butyrolactone moiety, which consists of an aliphatic five-member ring with four carbon atoms, one oxygen atom, and bears a ketone group on the carbon adjacent to the oxygen atom."
C00001608,Vulgaxanthin-II,340.0906655,NA,1047-87-6,,,C14H16N2O8,NA,NA,Xiao Wang,POYIZOSTYKKRNT-AYUHEMQKNA-N,N(=C\C=C\1/C[C@H](NC(=C1)C(=O)O)C(=O)O)/[C@@H](CCC(=O)O)C(=O)O,KNApSack,"Jun26,2023",Vulgaxanthin-II,Beta vulgaris,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | Glutamic acid and derivatives,"This compound belongs to the class of organic compounds known as glutamic acid and derivatives. These are compounds containing glutamic acid or a derivative thereof resulting from reaction of glutamic acid at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom."
C00009689,Glyceollidin I,340.1310738,NA,77979-21-6,,,C20H20O5,NA,NA,Xiao Wang,NLHMQOCIFRDSNU-UHFFFAOYNA-N,c1(ccc2c(c1CC=C(C)C)OC[C@]1([C@H]2Oc2c1ccc(c2)O)O)O,KNApSack,"Jun26,2023","Glyceollidin I|3,6a,9-Trihydroxy-4-prenylpterocarpan",Glycine max,Phenylpropanoids and polyketides,Isoflavonoids,Furanoisoflavonoids,NA,"This compound belongs to the class of organic compounds known as pterocarpans. These are benzo-pyrano-furano-benzene compounds, containing the  6H-[1]benzofuro[3,2-c]chromene skeleton. They are derivatives of isoflavonoids."
C00001211,Behenic acid,340.3341307,NA,112-85-6,,,C22H44O2,NA,NA,Xiao Wang,UKMSUNONTOPOIO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(=O)O,KNApSack,"Jun26,2023",Behenic acid,Mangifera indica|Annona squamosa|Silybum marianum|Calophyllum calaba|Calophyllum inophyllum|Terminalia chebula|Arabidopsis thaliana|Eruca vesicaria subsp. Sativa|Clitoria ternata|Glycine max|Phaseolus vulgaris|Ginkgo biloba|Anisomeles indica|Thymus capitatus|Punica granatum|Pinus sibirica|Triticum aestivum|Prunus avium|Solanum tuberosum|Valeriana officinalis,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,This compound belongs to the class of organic compounds known as very long-chain fatty acids. These are fatty acids with an aliphatic tail that contains at least 22 carbon atoms.
C00053865,1-Tricosanol,340.3705162,NA,3133/1/5,,,C23H48O,NA,NA,Xiao Wang,FPLNRAYTBIFSFW-UHFFFAOYSA-N,OCCCCCCCCCCCCCCCCCCCCCCC,KNApSack,"Jun26,2023",1-Tricosanol|Tricosan-1-ol,Arabidopsis thaliana|Brassica oleracea|Triticum aestivum|Solanum lycopersicum|Solanum tuberosum,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,This compound belongs to the class of organic compounds known as fatty alcohols. These are aliphatic alcohols consisting of a chain of a least six carbon atoms.
C00002718,1-Caffeoyl-beta-D-glucose,342.0950822,NA,14364-08-0,,,C15H18O9,NA,NA,Xiao Wang,WQSDYZZEIBAPIN-UVNNLHDWNA-N,c1(ccc(c(c1)O)O)/C=C/C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O,KNApSack,"Jun26,2023",1-Caffeoyl-beta-D-glucose,Sambucus nigra|Begonia spp.|Raphanus sativus|Anagallis sp.|Antirrhinum majus|Brunfelsia calycina|Cestrum newellii|Datura knightii|Datura stramonium|Petunia x hybrida|Solanum spp.|Raphanus|Solanum,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acid esters | Hydroxycinnamic acid glycosides,This compound belongs to the class of organic compounds known as hydroxycinnamic acid glycosides. These are glycosylated hydoxycinnamic acids derivatives.
C00003871,"5,7,3',4'-Tetramethoxyflavone",342.1103383,NA,855-97-0,,,C19H18O6,NA,NA,Xiao Wang,CLXVBVLQKLQNRQ-UHFFFAOYSA-N,c1(cc(c2c(c1)oc(cc2=O)c1ccc(c(c1)OC)OC)OC)OC,KNApSack,"Jun26,2023","5,7,3',4'-Tetramethoxyflavone|Luteolin 5,7,3',4'-tetramethyl ether",Bauhinia championii|Orthosiphon spicatus|Citrus reticulata|Merrillia caloxylon|Murraya paniculata|Boesenbergia pandurata|Kaempferia parviflora|Zingiber officinale,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,NA,This compound belongs to the class of organic compounds known as 7-o-methylated flavonoids. These are flavonoids with methoxy groups attached to the C7 atom of the flavonoid backbone.
C00001136,Lactose,342.1162116,NA,63-42-3,,,C12H22O11,NA,NA,Xiao Wang,GUBGYTABKSRVRQ-QGENSXPJNA-N,[C@@H]1([C@@H]([C@@H]([C@@H](O[C@H]1CO)O[C@H]1[C@H](O[C@H]([C@H]([C@H]1O)O)O)CO)O)O)O,KNApSack,"Jun26,2023",Lactose,Homo sapiens (Urine)|Escherichia coli|Beta vulgaris|Cassia multijuga|Medicago sativa|Pisum sativum|Forsythia spp.|Forsythia suspensa|Triticum aestivum|Prunus avium|Achras sapota,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds | O-glycosyl compounds,This compound belongs to the class of organic compounds known as o-glycosyl compounds. These are glycoside in which a sugar group is bonded through one carbon to another group via a O-glycosidic bond.
C00002727,Coniferin,342.1314677,NA,531-29-3,,,C16H22O8,NA,NA,Xiao Wang,SFLMUHDGSQZDOW-VPMBJLDPNA-N,c1(ccc(cc1OC)/C=C/CO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,KNApSack,"Jun26,2023",Coniferin|Coniferoside,Carum carvi L.|Ilex paraguariensis|Asparagus spp.|Scorzonera hispanica|Balanophora abbreviata B1|Lonicera spp.|Beta spp.|Rhodiola crenulata (HOOK.f.et Thoms.) H.OHBA|Arabidopsis thaliana|Gentiana straminea|Stachys lanata|Linum scabrellum|Peganum harmala|Fraxinus quadrangulata|Abies spp.|Larix spp.|Picea abies|Citrus reticulata|Citrus sinensis|Solanum tuberosum|Centranthus longiflorus ssp.longiflorus|Valeriana officinalis,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds | Phenolic glycosides,"This compound belongs to the class of organic compounds known as phenolic glycosides. These are organic compounds containing a phenolic structure attached to a glycosyl moiety. Some examples of phenolic structures include lignans, and flavonoids. Among the sugar units found in natural glycosides are D-glucose, L-Fructose, and L rhamnose."
C00054826,DIBOA-Glc,343.0903312,NA,155835-54-4,,,C14H17NO9,NA,NA,Xiao Wang,OUSLYTBGQGKTME-TWTZXXGESA-N,ON(C1=CC=CC=C1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)C2=O,KNApSack,"Jun26,2023",DIBOA-Glc,Acanthus mollis|Secale cereale|Zea mays,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds | O-glycosyl compounds,This compound belongs to the class of organic compounds known as o-glycosyl compounds. These are glycoside in which a sugar group is bonded through one carbon to another group via a O-glycosidic bond.
C00040542,N-trans-Feruloylhomovanillylamine,343.1419728,NA,78510-19-7,,,C19H21NO5,NA,NA,Xiao Wang,GRXBVKANHNUZNL-VMPITWQZSA-N,c1(ccc(cc1OC)CCNC(=O)/C=C/c1cc(c(cc1)O)OC)O,KNApSack,"Jun26,2023",N-trans-Feruloylhomovanillylamine|trans-N-feruloyl-3-O-methyldopamine|N-trans-Feruloylmethoxytyramine,Annona cherimola|Beta vulgaris|Neolitsea konishii|Neolitsea parvigemma|Peperomia duclouxii,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,NA,This compound belongs to the class of organic compounds known as hydroxycinnamic acids and derivatives. These are compounds containing an cinnamic acid (or a derivative thereof) where the benzene ring is hydroxylated.
C00013595,Cirsilineol,344.0896029,NA,41365-32-6,,,C18H16O7,NA,NA,Xiao Wang,VKOSQMWSWLZQPA-UHFFFAOYSA-N,c1(c(c(c2c(c1)oc(cc2=O)c1cc(c(cc1)O)OC)O)OC)OC,KNApSack,"Jun26,2023","Cirsilineol|Anisomelin|Eupatrin|Fastigenin|5,4'-Dihydroxy-6,7,3'-trimethoxyflavone",Artemisia annua|Artemisia herba-alba|Artemisia oliveriana|Artemisia vestita|Blumea lacera|Centaurea macrocephala|Cirsium lineare|Heterotheca grandiflora|Oncosiphon grandiflorum|Palafoxia sphacelata|Tecomella undulata|Tillandsia utriculata|Hyssopus officinalis|Lycopus europaeus|Ocimum kilimandscharicum L.|Ocimum spp.|Ocimum tenuiflorum L.|Ocimum x citriodorum Vis.|Origanum calcaratum|Origanum dictamnus|Origanum floribundum|Origanum majorana|Origanum microphyllum|Origanum onites|Origanum syriacum|Origanum vulgare subsp. Glandulosum|Origanum vulgare subsp. Hirtum|Salvia lavandulaefolia|Salvia tomentosa|Sideritis mugronensis|Sideritis spp.|Teucrium alyssifolium|Teucrium marum|Thymus herba-barona|Thymus vulgaris|Ziziphora hispanica|Citrus reticulata|Lippia citriodora,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,NA,This compound belongs to the class of organic compounds known as 7-o-methylated flavonoids. These are flavonoids with methoxy groups attached to the C7 atom of the flavonoid backbone.
C00008234,"5,6,7,4'-Tetramethoxyflavanone",344.1259884,NA,72943-90-9,,,C19H20O6,NA,NA,Xiao Wang,AENXIAWIJGWYCP-UHFFFAOYNA-N,c1(c(c(c2c(c1)O[C@H](CC2=O)c1ccc(cc1)OC)OC)OC)OC,KNApSack,"Jun26,2023","5,6,7,4'-Tetramethoxyflavanone",Chromolaena turnariensis|Polygonum nepalense|Citrus sinensis,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,NA,This compound belongs to the class of organic compounds known as 7-o-methylated flavonoids. These are flavonoids with methoxy groups attached to the C7 atom of the flavonoid backbone.
